City ID,Date,Country,City,Cloudiness,Max Temp,Wind Speed,Humidity,Lat,Lng
284,2021-04-16,CN,Yashan,91,75.0,3.87,90,22.1975,109.9419
285,2021-04-16,ID,Pemangkat,99,77.77,3.85,85,1.1667,108.9667
286,2021-04-16,ML,Goundam,96,106.14,0.63,10,16.4145,-3.6708
287,2021-04-16,FR,Arrondissement de Provins,100,48.0,5.99,52,48.5833,3.1667
288,2021-04-16,NG,Kafanchan,64,91.62,11.81,30,9.5833,8.3
289,2021-04-16,ES,Tías,40,73.4,21.85,56,28.9611,-13.645
290,2021-04-16,GH,Esim,61,83.91,9.55,72,4.8699,-2.2405
291,2021-04-16,AU,Codrington,68,52.3,5.61,67,-38.2667,141.9667
292,2021-04-16,CV,Praia,40,77.0,26.46,57,14.9215,-23.5087
293,2021-04-16,SA,Faya,40,69.8,9.22,28,18.3851,42.4509
294,2021-04-16,RU,Orlik,41,23.49,3.71,83,52.5178,99.825
295,2021-04-16,US,Houma,90,72.0,9.22,88,29.5958,-90.7195
296,2021-04-16,CV,São Filipe,1,72.54,14.36,70,14.8961,-24.4956
297,2021-04-16,CL,Vilcún,0,62.6,5.75,63,-38.65,-72.2333
298,2021-04-16,MA,Nador,75,60.8,6.91,72,35.174,-2.9287
299,2021-04-16,CU,Gibara,48,86.0,5.75,42,21.1097,-76.1317
300,2021-04-16,MU,Souillac,40,77.0,2.3,94,-20.5167,57.5167
301,2021-04-16,ZA,Kruisfontein,25,62.01,5.01,58,-34.0033,24.7314
302,2021-04-16,IN,Bāg,2,89.96,10.8,19,22.3667,74.7667
303,2021-04-16,RU,Ossora,100,15.21,6.04,84,59.2353,163.0719
304,2021-04-16,MX,Tamiahua,64,87.73,6.69,61,21.2667,-97.45
305,2021-04-16,CA,Port Hardy,1,48.2,3.44,76,50.6996,-127.4199
306,2021-04-16,ID,Ambon City,74,80.49,4.54,78,-3.6954,128.1814
307,2021-04-16,TZ,Mgandu,100,62.04,4.25,96,-5.95,34.1333
308,2021-04-16,UZ,Yangi Marg`ilon,6,64.4,2.3,45,40.4272,71.7189
309,2021-04-16,RU,Ust-Kuyga,91,-6.54,2.51,99,70.0167,135.6
310,2021-04-16,US,San Angelo,90,62.6,8.05,94,31.4638,-100.437
311,2021-04-16,RU,Bolshaya Glushitsa,22,54.0,1.99,49,50.2406,43.5908
312,2021-04-16,RU,Lavrentiya,100,31.66,16.22,95,65.5833,-171.0
313,2021-04-16,NC,Poum,29,78.4,18.1,76,-20.2333,164.0167
314,2021-04-16,GB,Newport,54,53.01,1.01,55,51.5877,-2.9984
315,2021-04-16,BR,Matelândia,75,73.4,3.44,78,-25.2408,-53.9964
316,2021-04-16,NC,Noumea,40,75.0,2.3,88,-22.2763,166.4572
317,2021-04-16,RO,Asău,64,44.01,7.83,39,46.4333,26.4
318,2021-04-16,RU,Gdov,100,46.72,11.21,53,58.7406,27.8122
319,2021-04-16,RU,Mukhen,70,38.34,5.28,65,48.1,136.1
320,2021-04-16,RU,Yar-Sale,96,16.61,15.03,86,66.8333,70.8333
321,2021-04-16,US,Pacifica,40,54.0,5.75,71,37.6138,-122.4869
322,2021-04-16,BF,Bobo-Dioulasso,20,95.0,12.66,36,11.1771,-4.2979
323,2021-04-16,BR,Alta Floresta,89,84.72,3.71,66,-9.8756,-56.0861
324,2021-04-16,MA,Marrakesh,75,75.2,8.05,38,31.6315,-8.0083
325,2021-04-16,RU,Synya,99,25.95,0.43,89,65.3718,58.0387
326,2021-04-16,US,Ketchikan,1,44.6,6.91,81,55.3422,-131.6461
327,2021-04-16,CN,Fuxin,60,41.72,15.77,51,42.0156,121.6589
328,2021-04-16,RU,Kysyl-Syr,82,26.56,12.17,84,63.8986,122.7617
329,2021-04-16,FR,Vauvert,0,55.4,13.8,32,43.7,4.2833
330,2021-04-16,US,Nantucket,90,44.6,28.77,76,41.2835,-70.0995
331,2021-04-16,RU,Yerbogachën,58,18.07,10.49,79,61.2767,108.0108
332,2021-04-16,RU,Katangli,100,27.75,2.26,91,51.7102,143.2326
333,2021-04-16,IR,Khāsh,100,71.58,6.58,19,28.2211,61.2158
334,2021-04-16,ID,Sumenep,48,79.34,4.68,77,-7.0167,113.8667
335,2021-04-16,IN,Harsūd,36,92.61,7.07,16,22.1,76.7333
336,2021-04-16,RU,Kadyy,28,42.94,8.5,71,57.787,43.1903
337,2021-04-16,CA,Whitehorse,90,37.4,4.61,70,60.7161,-135.0538
338,2021-04-16,US,Westport,90,48.99,13.8,66,41.1415,-73.3579
339,2021-04-16,FO,Vestmanna,75,44.6,20.71,100,62.1564,-7.1664
340,2021-04-16,NE,Diffa,77,94.46,7.83,5,13.3154,12.6113
341,2021-04-16,US,Broome,90,39.99,9.22,93,42.2506,-75.833
342,2021-04-16,US,San Francisco,40,54.0,5.75,71,37.7749,-122.4194
343,2021-04-16,US,Las Vegas,1,66.99,5.48,17,36.175,-115.1372
344,2021-04-16,AU,Murray Bridge,5,51.01,1.99,93,-35.1167,139.2667
345,2021-04-16,JP,Kamaishi,100,52.52,12.66,85,39.2667,141.8833
346,2021-04-16,US,Sheridan,90,35.01,11.5,80,44.8333,-106.9173
347,2021-04-16,YE,Aden,0,81.48,18.88,74,12.7794,45.0367
348,2021-04-16,US,Redmond,0,64.0,1.01,50,47.674,-122.1215
349,2021-04-16,BR,Rio Grande,20,78.8,4.61,69,-32.035,-52.0986
350,2021-04-16,IN,Churāchāndpur,99,61.45,4.99,90,24.3333,93.6667
351,2021-04-16,CN,Guangshui,100,58.53,2.13,68,31.6199,113.9978
352,2021-04-16,TR,Güzelyurt,75,64.4,3.44,32,38.2772,34.3719
353,2021-04-16,RU,Lashma,95,55.67,13.53,75,54.9321,41.1438
354,2021-04-16,AF,Oruzgan,91,58.23,2.77,51,32.8333,66.0
355,2021-04-16,US,Springdale,90,53.01,6.91,100,36.1867,-94.1288
356,2021-04-16,US,Brigantine,90,51.8,19.57,54,39.4101,-74.3646
357,2021-04-16,CA,Shelburne,90,42.01,12.66,87,44.0787,-80.2041
358,2021-04-16,GB,Bridlington,20,48.0,7.0,66,54.0831,-0.1919
359,2021-04-16,KZ,Zhangaözen,0,61.3,11.25,41,43.3,52.8
360,2021-04-16,KZ,Ayagoz,5,53.51,6.69,35,47.9714,80.4392
361,2021-04-16,BR,Monte Santo,15,92.21,6.62,29,-10.4378,-39.3328
362,2021-04-16,BR,Boa Viagem,99,92.39,9.78,35,-5.1275,-39.7322
363,2021-04-16,US,Ascension,90,66.2,5.75,94,30.2169,-90.9001
364,2021-04-16,ID,Kawalu,46,72.41,1.1,95,-7.3817,108.2082
365,2021-04-16,EG,Alexandria,0,77.0,9.22,61,31.2156,29.9553
366,2021-04-16,RU,Deputatsky,43,-8.36,3.85,91,69.3,139.9
367,2021-04-16,IN,Lātehār,28,80.42,5.46,21,23.75,84.5
368,2021-04-16,US,Eureka,90,44.6,3.44,100,40.8021,-124.1637
369,2021-04-16,US,Festus,100,57.0,5.19,59,38.2206,-90.396
370,2021-04-16,US,Nome,90,21.2,10.36,93,64.5011,-165.4064
371,2021-04-16,CL,Vallenar,0,78.42,6.8,41,-28.5708,-70.7581
372,2021-04-16,CA,Norman Wells,20,32.0,2.3,74,65.282,-126.8329
373,2021-04-16,ID,Kroya,48,78.28,5.37,85,-7.6331,109.2461
374,2021-04-16,ES,Muros,73,70.0,8.01,37,42.7762,-9.0603
375,2021-04-16,AU,Port Hedland,1,77.0,6.91,57,-20.3167,118.5667
376,2021-04-16,NP,Kathmandu,75,57.2,2.3,100,27.7167,85.3167
377,2021-04-16,AU,Alice Springs,0,61.0,8.05,66,-23.7,133.8833
378,2021-04-16,NZ,Ahipara,18,61.66,11.48,79,-35.1667,173.1667
379,2021-04-16,BR,Santa Luzia,40,78.8,3.44,44,-19.7697,-43.8514
380,2021-04-16,PE,Juliaca,20,59.0,3.44,41,-15.5,-70.1333
381,2021-04-16,RU,Belyy Yar,0,48.2,11.18,49,53.6039,91.3903
382,2021-04-16,NO,Roald,0,48.2,5.75,46,62.5833,6.1333
383,2021-04-16,CN,Nanhai,100,64.0,4.5,87,30.1282,111.7784
384,2021-04-16,FR,Chaumont,100,44.01,5.01,56,48.1167,5.1333
385,2021-04-16,PL,Węgorzewo,100,45.3,8.97,90,54.2157,21.7372
386,2021-04-16,BR,Bagé,40,78.8,1.14,65,-31.3314,-54.1069
387,2021-04-16,BR,Tutóia,40,89.6,14.97,66,-2.7619,-42.2744
388,2021-04-16,RU,Suoyarvi,4,37.98,4.34,91,62.0833,32.35
389,2021-04-16,NZ,Tuatapere,71,42.01,1.99,94,-46.1333,167.6833
390,2021-04-16,RU,Kamenka,61,61.0,5.19,36,51.3223,42.7678
391,2021-04-16,MN,Ulaangom,1,42.69,0.56,44,49.9811,92.0667
392,2021-04-16,US,North Platte,90,35.6,9.22,87,41.1239,-100.7654
393,2021-04-16,BR,São Raimundo Nonato,88,96.53,6.51,25,-9.0153,-42.6994
394,2021-04-16,IS,Olafsvik,78,37.96,33.93,66,64.8945,-23.7142
395,2021-04-16,NO,Sistranda,0,53.6,4.61,35,63.7256,8.834
396,2021-04-16,CA,Sioux Lookout,40,39.2,8.05,33,50.1001,-91.917
397,2021-04-16,CA,High Level,20,48.2,9.22,46,58.5169,-117.136
398,2021-04-16,SY,Yabrūd,0,77.0,5.75,22,33.9674,36.6574
399,2021-04-16,SS,Maridi,61,81.73,5.26,43,4.9158,29.4742
400,2021-04-16,ID,Labuhan,9,77.68,6.69,85,-6.8844,112.2051
401,2021-04-16,RS,Belgrade,0,50.0,5.75,43,44.804,20.4651
402,2021-04-16,US,Mayo,90,55.0,13.8,47,38.8876,-76.5119
403,2021-04-16,BI,Rutana Province,73,57.7,2.46,95,-3.8667,30.1
404,2021-04-16,IN,Amalāpuram,20,82.4,5.75,78,16.5833,82.0167
405,2021-04-16,NU,Alofi,98,68.0,4.34,100,-19.0595,-169.9187
406,2021-04-16,MZ,Mocuba,96,71.76,6.8,85,-16.8392,36.9856
407,2021-04-16,US,Makakilo City,1,66.2,3.44,82,21.3469,-158.0858
408,2021-04-16,CN,Jingdezhen,100,61.2,1.92,90,29.2947,117.2079
409,2021-04-16,RU,Bilibino,100,17.37,6.13,95,68.0546,166.4372
410,2021-04-16,DO,La Romana,20,86.0,8.05,70,18.4273,-68.9728
411,2021-04-16,ZM,Samfya,59,70.11,5.26,71,-11.3649,29.5565
412,2021-04-16,CI,Grand-Lahou,100,84.63,10.76,70,5.1367,-5.0242
413,2021-04-16,TZ,Kilosa,42,70.74,1.86,95,-6.8333,36.9833
414,2021-04-16,EG,Beni Suef,1,84.9,16.51,13,29.0731,31.0979
415,2021-04-16,ZM,Kalabo,12,72.66,5.55,47,-14.97,22.6814
416,2021-04-16,CN,Zhuhai,40,75.2,9.22,83,22.2769,113.5678
417,2021-04-16,US,Weston,3,87.01,4.18,54,26.1004,-80.3998
418,2021-04-16,CA,Bay Roberts,100,37.0,13.0,78,47.5999,-53.2648
419,2021-04-16,ZA,Port Elizabeth,0,62.6,10.36,63,-33.918,25.5701
420,2021-04-16,JP,Hirara,78,74.68,11.34,84,24.8,125.2833
421,2021-04-16,NO,Svarstad,0,54.0,11.5,40,59.399,9.9698
422,2021-04-16,NO,Honningsvåg,75,41.0,28.77,87,70.9821,25.9704
423,2021-04-16,KZ,Kurchum,1,50.76,6.78,45,48.5722,83.6542
424,2021-04-16,US,Key West,1,82.0,6.91,69,24.5557,-81.7826
425,2021-04-16,LK,Kalmunai,97,77.61,9.26,87,7.4167,81.8167
426,2021-04-16,MX,San Miguel de Cozumel,40,86.0,12.66,58,20.5083,-86.9458
427,2021-04-16,BB,Bathsheba,40,86.0,17.27,51,13.2167,-59.5167
428,2021-04-16,NE,Bilma,30,97.7,9.42,4,18.6853,12.9164
429,2021-04-16,UA,Amvrosiyivka,61,49.01,6.53,78,47.7935,38.4777
430,2021-04-16,CN,Huilong,100,63.0,6.24,86,31.8111,121.655
431,2021-04-16,AR,General Pico,5,79.11,7.02,55,-35.6566,-63.7568
432,2021-04-16,RU,Pudozh,1,35.13,3.31,94,61.8099,36.5345
433,2021-04-16,CN,Wanning,80,76.44,2.3,89,18.8003,110.3967
434,2021-04-16,AR,Necochea,20,68.0,8.66,78,-38.5473,-58.7368
435,2021-04-16,MX,Mier,75,87.8,9.22,62,26.4333,-99.15
436,2021-04-16,PE,Sechura,99,76.39,4.79,65,-5.5569,-80.8222
437,2021-04-16,GL,Nanortalik,36,22.06,47.45,51,60.1432,-45.2371
438,2021-04-16,NZ,Wanaka,62,39.99,4.12,91,-44.7,169.15
439,2021-04-16,CN,Laichow,99,48.97,5.59,53,37.1717,119.9214
440,2021-04-16,GB,Lerwick,20,46.4,14.97,76,60.1545,-1.1494
441,2021-04-16,RU,Udachny,96,5.05,19.06,92,66.4167,112.4
442,2021-04-16,BR,Trairi,78,84.97,13.2,68,-3.2778,-39.2689
443,2021-04-16,IS,Hofn,75,46.4,17.27,76,64.2539,-15.2082
444,2021-04-16,US,Sitka,20,39.2,0.76,100,57.0531,-135.33
445,2021-04-16,CN,Wuwei,82,45.64,5.57,27,37.9281,102.6414
446,2021-04-16,IS,Grindavik,75,37.4,29.93,87,63.8424,-22.4338
447,2021-04-16,PH,Karligan,100,79.32,8.93,77,14.975,122.0456
448,2021-04-16,AU,Alyangula,29,73.4,6.55,100,-13.8483,136.4192
449,2021-04-16,IN,Dhāna,11,87.69,7.2,17,23.75,78.85
450,2021-04-16,US,Rincon,90,64.4,8.05,55,32.296,-81.2354
451,2021-04-16,RU,Aykhal,80,4.32,28.19,94,66.0,111.5
452,2021-04-16,LK,Wattegama,100,73.04,4.09,93,6.7989,81.4808
453,2021-04-16,MN,Baruun-Urt,5,29.77,8.66,43,46.6806,113.2792
454,2021-04-16,ID,Waingapu,32,76.32,6.24,83,-9.6567,120.2641
455,2021-04-16,HR,Karlovac,82,51.01,1.99,45,45.4872,15.5478
456,2021-04-16,CO,El Carmen,86,80.74,2.64,70,8.5106,-73.4478
457,2021-04-16,RU,Nyrob,57,28.65,2.24,92,60.733,56.7202
458,2021-04-16,GE,Tskaltubo,0,64.4,18.41,59,42.3254,42.5979
459,2021-04-16,CA,Sept-Îles,75,39.0,16.11,65,50.2001,-66.3821
460,2021-04-16,SB,Kirakira,56,78.89,5.99,85,-10.4544,161.9205
461,2021-04-16,IN,Shujālpur,40,87.8,6.91,33,23.4,76.7167
462,2021-04-16,IR,Baft,34,61.77,8.99,25,29.234,56.6057
463,2021-04-16,CN,Beidao,58,50.58,4.52,34,34.5686,105.8933
464,2021-04-16,VN,Turan,40,78.8,3.44,83,16.0678,108.2208
465,2021-04-16,AR,Rawson,91,69.12,16.6,32,-43.3002,-65.1023
466,2021-04-16,US,Lady Lake,90,79.0,7.02,69,28.9175,-81.9229
467,2021-04-16,RU,Troitskoye,78,41.14,5.32,90,52.9821,84.6757
468,2021-04-16,CO,Corozal,100,88.56,10.0,57,9.3151,-75.2928
469,2021-04-16,NO,Vardø,75,37.4,14.97,87,70.3705,31.1107
470,2021-04-16,NZ,Waitara,83,53.01,7.0,87,-38.925,174.25
471,2021-04-16,PE,Hualmay,27,73.04,9.69,71,-11.0964,-77.6139
472,2021-04-16,AR,Bahía Blanca,63,77.41,2.55,46,-38.7196,-62.2724
473,2021-04-16,AU,Kununurra,100,69.8,4.56,94,-15.7667,128.7333
474,2021-04-16,NO,Tromsø,75,41.0,21.85,81,69.6496,18.957
475,2021-04-16,US,Miles City,90,37.4,8.05,70,46.4083,-105.8406
476,2021-04-16,NO,Sørland,20,44.6,13.8,87,67.667,12.6934
477,2021-04-16,CN,Luoyang,0,52.5,2.06,22,34.6836,112.4536
478,2021-04-16,ML,Tessalit,10,102.81,10.09,5,20.1986,1.0114
479,2021-04-16,CA,Port-Cartier,75,39.0,16.11,65,50.0334,-66.8654
480,2021-04-16,TR,Nizip,0,68.0,1.14,34,37.0097,37.7942
481,2021-04-16,CA,Halifax,75,46.99,23.02,65,44.6453,-63.5724
482,2021-04-16,RU,Turukhansk,100,-5.89,11.25,95,65.8167,87.9833
483,2021-04-16,PG,Daru,45,79.07,8.7,83,-9.0763,143.2092
484,2021-04-16,AU,Charters Towers,0,66.34,7.52,90,-20.1,146.2667
485,2021-04-16,BR,Cidreira,86,76.33,6.8,60,-30.1811,-50.2056
486,2021-04-16,BR,Tucumã,100,79.25,4.45,81,-0.1833,-50.05
487,2021-04-16,MR,Adrar,35,90.5,10.76,14,20.5022,-10.0711
488,2021-04-16,ML,Kidal,100,102.72,7.31,4,18.4411,1.4078
489,2021-04-16,MX,Acapulco de Juárez,20,82.4,4.61,65,16.8634,-99.8901
490,2021-04-16,AU,Esperance,100,55.4,5.75,82,-33.8667,121.9
491,2021-04-16,RU,Leningradskiy,98,23.18,8.95,81,69.3833,178.4167
492,2021-04-16,PR,Naguabo,75,84.99,10.36,70,18.2116,-65.7349
493,2021-04-16,MG,Ambilobe,94,76.19,1.36,90,-13.2,49.05
494,2021-04-16,GE,Sukhumi,88,58.55,4.23,70,43.0033,41.0153
495,2021-04-16,PE,Ayna,40,66.2,10.36,55,-12.65,-73.9167
496,2021-04-16,PE,Paita,0,82.4,14.97,74,-5.0892,-81.1144
497,2021-04-16,PT,Praia da Vitória,40,64.4,17.11,82,38.7333,-27.0667
498,2021-04-16,CN,Jieshi,7,71.04,4.18,81,22.8134,115.8257
499,2021-04-16,CO,Cumaral,98,85.15,5.1,63,4.2708,-73.4867
500,2021-04-16,MZ,Macia,100,69.44,16.22,63,-25.0269,33.0989
501,2021-04-16,US,East Patchogue,75,51.01,14.97,61,40.767,-72.9962
502,2021-04-16,BR,Ladário,40,91.4,4.61,62,-19.0047,-57.6017
503,2021-04-16,IN,Rairangpur,8,83.07,10.71,37,22.2676,86.1751
504,2021-04-16,MV,Thinadhoo,12,82.9,4.9,66,0.5333,72.9333
505,2021-04-16,CN,Hegang,82,40.17,1.88,88,47.4,130.3667
506,2021-04-16,RU,Baltay,100,58.33,5.35,48,52.4652,46.6308
507,2021-04-16,ES,Guía de Isora,75,71.6,13.8,64,28.2115,-16.7795
508,2021-04-16,JP,Rumoi,63,45.0,14.72,82,43.9344,141.6428
509,2021-04-16,IN,Challakere,86,89.01,3.02,33,14.3167,76.65
510,2021-04-16,VN,Phan Thiet,100,78.03,1.28,79,10.9333,108.1
511,2021-04-16,AU,Ballina,90,64.4,6.91,77,-28.8667,153.5667
512,2021-04-16,GQ,Mbini,20,82.4,6.6,83,1.574,9.6134
513,2021-04-16,NO,Mehamn,90,37.4,12.66,87,71.0357,27.8492
514,2021-04-16,BR,São Félix do Xingu,97,85.96,4.7,66,-6.6447,-51.995
515,2021-04-16,MG,Vangaindrano,33,74.07,6.89,88,-23.35,47.6
516,2021-04-16,US,Portales,40,51.01,26.46,81,34.1862,-103.3344
517,2021-04-16,ID,Galesong,20,77.0,4.61,100,-5.3166,119.3661
518,2021-04-16,RU,Yelniki,99,57.0,13.42,67,54.6207,43.876
519,2021-04-16,RU,Khandyga,100,24.82,11.72,89,62.6667,135.6
520,2021-04-16,CL,Antofagasta,40,69.8,4.61,56,-23.65,-70.4
521,2021-04-16,RU,Sangar,100,29.34,16.35,96,63.9242,127.4739
522,2021-04-16,BR,Maracaçumé,100,85.69,7.52,62,-2.0428,-45.9592
523,2021-04-16,AU,Port Lincoln,14,57.58,6.08,75,-34.7333,135.8667
524,2021-04-16,BR,Santa Maria,40,75.2,3.44,69,-29.6842,-53.8069
525,2021-04-16,AO,Luena,52,68.92,4.45,64,-11.7833,19.9167
526,2021-04-16,ZA,Calvinia,99,76.93,4.34,20,-31.4707,19.776
527,2021-04-16,TH,Sakon Nakhon,85,75.43,5.7,77,17.1612,104.1472
528,2021-04-16,RU,Ust'-Omchug,93,-1.86,5.32,100,61.15,149.6333
529,2021-04-16,AU,Cairns,19,77.0,8.05,73,-16.9167,145.7667
530,2021-04-16,MX,Vega de Alatorre,0,87.26,6.22,59,20.0333,-96.6333
531,2021-04-16,CN,Qian’an,87,41.09,4.99,83,44.9932,124.0581
532,2021-04-16,SO,Bandarbeyla,0,81.57,11.65,71,9.4942,50.8122
533,2021-04-16,BG,Preslav,56,45.09,3.96,62,43.1667,26.8167
534,2021-04-16,ID,Nabire,100,75.81,3.09,90,-3.3667,135.4833
535,2021-04-16,CD,Kananga,81,72.77,3.6,86,-5.8958,22.4178
536,2021-04-16,RU,Murygino,4,35.51,3.8,82,58.7383,49.4582
537,2021-04-16,US,Miramar,1,87.01,4.61,45,25.9873,-80.2323
538,2021-04-16,AR,Bariloche,0,55.4,12.66,38,-41.1456,-71.3082
539,2021-04-16,NE,Arlit,26,100.09,0.78,4,18.7369,7.3853
540,2021-04-16,CO,Mapiripán,89,88.25,4.16,58,2.8892,-72.1256
541,2021-04-16,VE,San Felipe,98,92.61,1.97,43,10.3399,-68.7425
542,2021-04-16,JP,Naze,98,67.06,14.74,85,28.3667,129.4833
543,2021-04-16,PG,Vanimo,100,78.08,2.42,88,-2.6741,141.3028
544,2021-04-16,IT,Tempio Pausania,75,53.6,3.44,87,40.8974,9.1035
545,2021-04-16,SA,Qurayyat,0,87.8,9.22,11,31.3318,37.3428
546,2021-04-16,AR,Río Gallegos,0,51.8,36.82,30,-51.6226,-69.2181
547,2021-04-16,MU,Quatre Cocos,40,79.0,2.3,94,-20.2078,57.7625
548,2021-04-16,MX,Nicolás Bravo,40,88.0,18.41,66,18.45,-88.9167
549,2021-04-16,TZ,Mtwara,40,77.0,11.5,94,-10.2667,40.1833
550,2021-04-16,MX,Rodolfo Sánchez Taboada,100,60.01,3.0,83,31.7167,-116.5667
551,2021-04-16,IN,Sarāhan,100,49.77,5.77,65,31.5167,77.8
552,2021-04-16,NC,Vao,100,74.16,16.91,82,-22.6667,167.4833
553,2021-04-16,IL,Kiryat Gat,0,72.0,1.01,40,31.61,34.7642
554,2021-04-16,CO,Padilla,75,77.0,3.44,73,3.2204,-76.3139
555,2021-04-16,SA,Buraidah,40,84.2,14.97,18,26.326,43.975
556,2021-04-16,RU,Egvekinot,100,24.13,7.54,99,66.3167,-179.1667
557,2021-04-16,PG,Namatanai,100,78.03,4.94,85,-3.6667,152.4333
558,2021-04-16,RU,Polyarny,0,44.6,8.95,53,69.1989,33.4478
559,2021-04-16,AM,Shenavan,20,62.6,1.14,39,40.0549,43.9288
560,2021-04-16,SO,Hobyo,7,83.25,16.31,67,5.3505,48.5268
561,2021-04-16,IS,Husavik,20,51.8,25.32,37,66.0449,-17.3389
562,2021-04-16,MX,Guadalajara,1,79.0,2.75,11,20.6667,-103.3333
563,2021-04-16,CN,Dongdu,24,50.43,7.78,29,35.85,117.7
564,2021-04-16,IR,Behshahr,0,59.0,2.3,67,36.6923,53.5526
565,2021-04-16,PL,Malbork,100,43.0,12.71,78,54.0359,19.0266
566,2021-04-16,PE,Pisco,32,73.4,9.22,73,-13.7,-76.2167
567,2021-04-16,CN,Gaozhou,78,76.05,1.28,84,21.9392,110.8461
568,2021-04-16,CA,Pincher Creek,1,52.0,5.75,45,49.4833,-113.952
569,2021-04-16,MX,Tomatlán,0,89.78,6.26,22,19.9333,-105.25
570,2021-04-16,AR,San Luis,0,80.44,8.97,39,-33.295,-66.3356
